ID	LBL	Owner
http://purl.obolibrary.org/obo/ENVO_00000288	cotton plantation	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000138	cove	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003041	cow shed	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000514	crater	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003967	creamery	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002117	creosote contaminated soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000320	crevasse	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002236	cryosol	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003896	currency note	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000474	cut	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000523	cutoff	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003862	dairy	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000074	dam	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000236	dambo	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000030	dead cave	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002113	deep marine sediment	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000439	dell	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000101	delta	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000136	demilitarized zone	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000309	depressed landform	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000097	desert area	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000156	desert oasis	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005800	desert sand	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000430	dirt cone	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003065	distilled water	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000069	distributary	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000037	ditch	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000518	ditch mouth	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002158	ditch water	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000558	diversionary dam	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000332	doline	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000336	doline karst	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00010623	dolomite	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000291	drainage basin	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000042	drainage canal	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000140	drainage ditch	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002159	drilling bore water	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003064	drinking water	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000449	drinking water reservoir	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000276	drumlin	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000431	drumlin field	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000557	dry dam	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000277	dry lake	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_0010163	dry river valley	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005748	dry soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000278	dry stream	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_0010162	dry stream valley	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000128	dry valley	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000170	dune	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000308	dune slack	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002260	dune soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002238	durisol	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002008	dust	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000176	elevated landform	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00010506	emulsion	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000551	endorheic basin	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000197	endorheic lake	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003082	enriched soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00010483	environmental material	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000368	ephemeral island	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000204	ephemeral spring	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002131	epilimnion	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000280	escarpment	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000282	esker	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002160	estuarine mud	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000045	estuary	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003086	ethanol enriched soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005787	eucalyptus forest soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002224	eutrophic water	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003894	face cream product	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000078	farm	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005749	farm soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003884	farmyard manure	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000071	fault cave	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000281	fault escarpment	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002003	fecal material	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000232	fen	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002246	ferralsol	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005754	fertilized soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005755	field soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000005	first-order administrative region	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000294	fish farm	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000295	fish hatchery	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000056	fishpond	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000263	fissure cave	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000039	fjord	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000201	fjord lake	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000471	flood control dam	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000443	flood control reservoir	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000257	flood fringe	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000154	flood meadow ecosystem	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000255	flood plain	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000256	floodway	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000079	flume	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000238	fluvial dambo	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002273	fluvisol	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005738	foamy environmental material	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00010358	fomite	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003863	food processing building	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002222	food shop	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000411	ford	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002261	forest soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000111	forested area	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002164	fossil material	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000008	fourth-order administrative region	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003032	fresh animal manure	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002011	fresh water	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002198	fresh water aquarium	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000873	freshwater biome	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000021	freshwater lake	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000053	freshwater marsh	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000243	freshwater wetland ecosystem	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005765	frozen compost soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002983	fuel oil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000216	fumarole	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000011	garden	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002263	garden soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000539	geographic sill	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002215	geothermal power plant	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000050	geyser	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000488	glacial lake	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000248	glacial valley	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000133	glacier	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002244	gleysol	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003076	glue	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002168	gold mine	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002112	gold mine drainage	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000290	graben	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000346	grain of acid dune sand	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000345	grain of beach sand	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000344	grain of desert sand	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000348	grain of rocky sand	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000347	grain of sea sand	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003071	grass silage	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000106	grassland area	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005750	grassland soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000548	gravel field	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000473	gravel pit	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005780	greenhouse soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000251	ground moraine	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000265	guyot	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002245	gypsisol	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000214	hadalpelagic zone	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000184	hanging valley	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000463	harbour	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002869	hay	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002171	hay compost	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000153	headwater	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005781	heat stressed soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000107	heath	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000046	hedge	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000318	high tide zone	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002155	high-level radioactive sediment	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000225	highly stratified estuary	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000083	hill	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000082	hill range	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002243	histosol	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003859	horse manure	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000289	horst	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002173	hospital	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000051	hot spring	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000070	human construction	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000516	hummock	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005763	humus-rich acidic ash soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000468	hydroelectric dam	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000448	hydroelectric reservoir	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000012	hydrographic feature	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000237	hydromorphic/phreatic dambo	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000215	hydrothermal vent	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002012	hypersaline water	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002130	hypolimnion	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000145	ice cap	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000531	ice cap depression	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000342	ice cap dome	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000528	ice cap ridge	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000299	ice field	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00009725	ice piedmont	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00009686	ice rise	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000132	ice sheet	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000380	ice shelf	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000392	ice tongue	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000198	ice-covered lake	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000307	icefall	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002013	igneous rock	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003861	industrial building	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002267	industrial waste material	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000089	inland cliff	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000475	inlet	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002203	inorganically enriched sediment	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000494	insequent stream	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000527	interfluve	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000229	intermittent estuary	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000532	intermittent saline evaporation pond	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000389	intermittent wetland	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000506	intermittently filled reservoir	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002179	intertidal sediment	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000316	intertidal zone	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000379	inundation disposition	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000228	inverse estuary	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002052	iron meteorite	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002178	iron-reducing zone of petroleum contaminated sediment	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000036	irrigation canal	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000470	irrigation dam	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000139	irrigation ditch	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000450	irrigation reservoir	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000098	island	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000353	island arc	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000174	isthmus	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000321	joint-plane cave	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005751	jungle soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000542	kame	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000433	kame terrace	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000175	karst	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00012411	karst cave	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00004683	karst field	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002240	kastanozem	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000311	kettle	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000410	kipuka	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003090	kynurenate enriched soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000093	lacustrine beach	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000242	lacustrine mudflat	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000259	lacustrine plain	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000038	lagoon	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000020	lake	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000268	lake bed	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005797	lake bottom mud	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000397	lake channel	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000476	lake inlet	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000424	lake island	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000546	lake sediment	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000382	lake shore	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000105	lake surface	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000391	land bridge	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000269	land-tied island	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000533	landfill	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000219	landlocked sea	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000520	landslide	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000891	large freshwater lake biome	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000887	large river biome	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000889	large river delta biome	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000888	large river headwater biome	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000249	lateral moraine	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000110	lava tunnel	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005756	lawn soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002141	leachate	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005783	leafy wood soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000544	leat	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002241	leptosol	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000178	levee	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000453	liman	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005766	limed soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002053	limestone	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000422	limestone pavement	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002006	liquid water	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000323	live cave	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002242	lixisol	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002258	loam	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000357	lock	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000517	lost stream	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000319	low tide zone	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002248	luvisol	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000245	maar	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000417	machair	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000442	maelstrom	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000066	man-made tunnel	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000103	mangrove island	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000057	mangrove swamp	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003074	manufactured product	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005767	manured soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000212	marine abyssalpelagic zone	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000210	marine aphotic zone	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000211	marine bathypelagic zone	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000447	marine biome	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000396	marine channel	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000298	marine iceberg	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000213	marine mesopelagic zone	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005795	marine mud	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000206	marine neritic zone	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000362	marine park area	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000208	marine pelagic zone	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000209	marine photic zone	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005796	marine sludge	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000509	marine terrace	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00001999	marine water body	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000035	marsh	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000381	massif	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000108	meadow ecosystem	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005761	meadow soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000427	meander	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000510	meander neck	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000250	medial moraine	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00010621	medical instrument	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000199	meromictic lake	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000179	mesa	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002128	mesophilic sulfur spring	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002225	mesotrophic water	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003081	metal contaminated soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002132	metalimnion	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002017	metamorphic rock	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000310	meteor impact crater	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002035	meteorite	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000406	mid-ocean ridge	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00010442	midden	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000561	military training area	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000076	mine	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00001996	mine drainage	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000003	mine tailing	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000125	mineral spring	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000536	moatan	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000432	monadnock	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000355	monogenetic volcanic field	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000231	moor	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000177	moraine	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000180	mound	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000477	mount	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000081	mountain	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005769	mountain forest soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000084	mountain pass	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000080	mountain range	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000390	mountain spur	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000479	mouth	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000402	mud volcano	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005771	muddy soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005793	muddy water	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000192	mudflat	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000553	multipurpose dam	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00003033	mushroom compost	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002180	naphthalene enriched sediment	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000009	national geopolitical entity	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000364	national wildlife refuge	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000414	natural arch	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000465	natural harbor	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000359	natural monument	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000048	navigation canal	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005804	nest of ant	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00005805	nest of bird	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002181	neutral hot spring	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002247	nitisol	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002182	nitrobenzene enriched sediment	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002271	nuclear power plant	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000560	nuclear weapons test site	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000181	nunatak	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000493	obsequent stream	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000015	ocean	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002450	ocean basin	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000147	ocean current	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000426	ocean floor	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00011764	ocean time series station	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000275	ocean trench	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000222	oceanic island	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000207	oceanic zone	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002985	oil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002875	oil contaminated soil	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002194	oil field production water	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00000120	oil palm plantation	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002185	oil reservoir	Norman Morrison
http://purl.obolibrary.org/obo/ENVO_00002063	oil seep	Norman Morrison
