?s2	?s1
<http://purl.obolibrary.org/obo/BFO_0000023>	<http://purl.obolibrary.org/obo/CHEBI_50906>
<http://purl.obolibrary.org/obo/CHEBI_50906>	<http://purl.obolibrary.org/obo/BFO_0000023>
