?class
<http://purl.obolibrary.org/obo/NCBITaxon_Union_0000023>
<http://purl.obolibrary.org/obo/NCBITaxon_Union_0000030>
<http://purl.obolibrary.org/obo/SO_0000704>
<http://xmlns.com/foaf/0.1/image>
