?class	?label	?definition
<http://purl.obolibrary.org/obo/ENVO_01000456>	"concrete masonry unit"	
<http://purl.obolibrary.org/obo/ENVO_00000272>	"confluence"	
<http://purl.obolibrary.org/obo/ENVO_00000490>	"consequent stream"	
<http://purl.obolibrary.org/obo/ENVO_00000387>	"container of an intermittent lake"	
<http://purl.obolibrary.org/obo/ENVO_00000503>	"container of an intermittent oxbow lake"	
<http://purl.obolibrary.org/obo/ENVO_00000504>	"container of an intermittent pond"	
<http://purl.obolibrary.org/obo/ENVO_00000502>	"container of an intermittent saline lake"	
<http://purl.obolibrary.org/obo/ENVO_00000549>	"container of an intermittent water body"	
<http://purl.obolibrary.org/obo/ENVO_00000352>	"continental arc"	
<http://purl.obolibrary.org/obo/ENVO_00000293>	"continental divide"	
<http://purl.obolibrary.org/obo/ENVO_01000298>	"continental margin"	
<http://purl.obolibrary.org/obo/ENVO_00000274>	"continental rise"	
<http://purl.obolibrary.org/obo/ENVO_00000223>	"continental shelf"	
<http://purl.obolibrary.org/obo/ENVO_00000273>	"continental slope"	
<http://purl.obolibrary.org/obo/ENVO_00000150>	"coral reef"	
<http://purl.obolibrary.org/obo/ENVO_00003893>	"cosmetic product"	
<http://purl.obolibrary.org/obo/ENVO_00000138>	"cove"	
<http://purl.obolibrary.org/obo/ENVO_00000514>	"crater"	
<http://purl.obolibrary.org/obo/ENVO_01001062>	"crater lake"	
<http://purl.obolibrary.org/obo/ENVO_2000001>	"creosote"	
<http://purl.obolibrary.org/obo/ENVO_00000320>	"crevasse"	
<http://purl.obolibrary.org/obo/ENVO_01000294>	"crevice"	
<http://purl.obolibrary.org/obo/ENVO_03000039>	"cryoconite hole"	
<http://purl.obolibrary.org/obo/ENVO_03000110>	"cryoform"	
<http://purl.obolibrary.org/obo/ENVO_01000818>	"cryosphere"	
<http://purl.obolibrary.org/obo/ENVO_01000595>	"cupboard"	
<http://purl.obolibrary.org/obo/ENVO_00003896>	"currency note"	
<http://purl.obolibrary.org/obo/ENVO_00000474>	"cut"	
<http://purl.obolibrary.org/obo/ENVO_00000523>	"cutoff"	
<http://purl.obolibrary.org/obo/ENVO_01000440>	"dacitic volcano"	
<http://purl.obolibrary.org/obo/ENVO_00000030>	"dead cave"	
<http://purl.obolibrary.org/obo/ENVO_01000569>	"dead flame paraffin lantern"	
<http://purl.obolibrary.org/obo/ENVO_01000936>	"dedicated campground"	
<http://purl.obolibrary.org/obo/ENVO_01000098>	"deep ocean current"	
<http://purl.obolibrary.org/obo/ENVO_03510020>	"degreaser"	
<http://purl.obolibrary.org/obo/ENVO_00000439>	"dell"	
<http://purl.obolibrary.org/obo/ENVO_00000101>	"delta"	
<http://purl.obolibrary.org/obo/ENVO_00000309>	"depression"	
<http://purl.obolibrary.org/obo/ENVO_01001357>	"desert"	
<http://purl.obolibrary.org/obo/ENVO_01000585>	"desk"	
<http://purl.obolibrary.org/obo/ENVO_01000518>	"diapir"	
<http://purl.obolibrary.org/obo/ENVO_01000671>	"dike"	
<http://purl.obolibrary.org/obo/ENVO_01000286>	"dimictic lake"	
<http://purl.obolibrary.org/obo/ENVO_00000430>	"dirt cone"	
<http://purl.obolibrary.org/obo/ENVO_06105116>	"discarded fishing gear"	
<http://purl.obolibrary.org/obo/ENVO_00000069>	"distributary"	
<http://purl.obolibrary.org/obo/ENVO_00000037>	"ditch"	
<http://purl.obolibrary.org/obo/ENVO_00000518>	"ditch mouth"	
<http://purl.obolibrary.org/obo/ENVO_00000332>	"doline"	
<http://purl.obolibrary.org/obo/ENVO_00000336>	"doline karst"	
<http://purl.obolibrary.org/obo/ENVO_01000419>	"domestic garden"	
<http://purl.obolibrary.org/obo/ENVO_01000868>	"domestic solar panel array"	
<http://purl.obolibrary.org/obo/ENVO_00000291>	"drainage basin"	
<http://purl.obolibrary.org/obo/ENVO_00000042>	"drainage canal"	
<http://purl.obolibrary.org/obo/ENVO_00000140>	"drainage ditch"	
<http://purl.obolibrary.org/obo/ENVO_00000449>	"drinking water reservoir"	
<http://purl.obolibrary.org/obo/ENVO_00000276>	"drumlin"	
<http://purl.obolibrary.org/obo/ENVO_00000431>	"drumlin field"	
<http://purl.obolibrary.org/obo/ENVO_00000277>	"dry lake"	
<http://purl.obolibrary.org/obo/ENVO_01000977>	"dry pitfall trap"	
<http://purl.obolibrary.org/obo/ENVO_01000995>	"dry river"	
<http://purl.obolibrary.org/obo/ENVO_0010163>	"dry river valley"	
<http://purl.obolibrary.org/obo/ENVO_00000278>	"dry stream"	
<http://purl.obolibrary.org/obo/ENVO_0010162>	"dry stream valley"	
<http://purl.obolibrary.org/obo/ENVO_01000528>	"dry toilet fixture"	
<http://purl.obolibrary.org/obo/ENVO_00000128>	"dry valley"	
<http://purl.obolibrary.org/obo/ENVO_00000170>	"dune"	
<http://purl.obolibrary.org/obo/ENVO_00000308>	"dune slack"	
<http://purl.obolibrary.org/obo/ENVO_03510010>	"dye"	
<http://purl.obolibrary.org/obo/ENVO_01000104>	"eastern boundary current"	
<http://purl.obolibrary.org/obo/ENVO_01000572>	"electric lamp"	
<http://purl.obolibrary.org/obo/ENVO_01000865>	"electric power system"	
<http://purl.obolibrary.org/obo/ENVO_03600005>	"electrical switch"	
<http://purl.obolibrary.org/obo/ENVO_00000176>	"elevation"	
<http://purl.obolibrary.org/obo/ENVO_03510027>	"enamel thinner"	
<http://purl.obolibrary.org/obo/ENVO_00000551>	"endorheic basin"	
<http://purl.obolibrary.org/obo/ENVO_00000197>	"endorheic lake"	
<http://purl.obolibrary.org/obo/ENVO_03000018>	"englacial stream"	
<http://purl.obolibrary.org/obo/ENVO_01001818>	"enrichment culturing unit"	
<http://purl.obolibrary.org/obo/ENVO_00000204>	"ephemeral spring"	
<http://purl.obolibrary.org/obo/ENVO_01000363>	"erosional cave"	
<http://purl.obolibrary.org/obo/ENVO_00000280>	"escarpment"	
<http://purl.obolibrary.org/obo/ENVO_00000282>	"esker"	
<http://purl.obolibrary.org/obo/ENVO_00000045>	"estuary"	
<http://purl.obolibrary.org/obo/ENVO_01000548>	"eutrophic lake"	
<http://purl.obolibrary.org/obo/ENVO_01000824>	"exorheic lake"	
<http://purl.obolibrary.org/obo/ENVO_00003894>	"face cream product"	
<http://purl.obolibrary.org/obo/ENVO_01000985>	"fairground"	
<http://purl.obolibrary.org/obo/ENVO_00000071>	"fault cave"	
<http://purl.obolibrary.org/obo/ENVO_00000281>	"fault escarpment"	
<http://purl.obolibrary.org/obo/ENVO_01000352>	"field"	
<http://purl.obolibrary.org/obo/ENVO_01001484>	"fire whirl"	
<http://purl.obolibrary.org/obo/ENVO_03000132>	"firebreak"	
<http://purl.obolibrary.org/obo/ENVO_06105115>	"fishing gear"	
<http://purl.obolibrary.org/obo/ENVO_00000056>	"fishpond"	
<http://purl.obolibrary.org/obo/ENVO_00000263>	"fissure cave"	
<http://purl.obolibrary.org/obo/ENVO_00000039>	"fjord"	
<http://purl.obolibrary.org/obo/ENVO_00000201>	"fjord lake"	
<http://purl.obolibrary.org/obo/ENVO_01000713>	"flash flood"	
<http://purl.obolibrary.org/obo/ENVO_01000562>	"flat-wick lamp"	
<http://purl.obolibrary.org/obo/ENVO_01001491>	"flattened elevation"	
<http://purl.obolibrary.org/obo/ENVO_01000710>	"flood"	
<http://purl.obolibrary.org/obo/ENVO_00000443>	"flood control reservoir"	
<http://purl.obolibrary.org/obo/ENVO_00000257>	"flood fringe"	
<http://purl.obolibrary.org/obo/ENVO_00000255>	"flood plain"	
<http://purl.obolibrary.org/obo/ENVO_00000256>	"floodway"	
<http://purl.obolibrary.org/obo/ENVO_01001479>	"fluid astronomical body part"	
<http://purl.obolibrary.org/obo/ENVO_00000079>	"flume"	
<http://purl.obolibrary.org/obo/ENVO_01000527>	"flush toilet fixture"	
<http://purl.obolibrary.org/obo/ENVO_01000971>	"food truck"	
<http://purl.obolibrary.org/obo/ENVO_01001111>	"fossil worm burrow"	
<http://purl.obolibrary.org/obo/ENVO_03510017>	"fountain pen ink"	
<http://purl.obolibrary.org/obo/ENVO_01001869>	"fracking liquid"	
<http://purl.obolibrary.org/obo/ENVO_01000593>	"framed bed"	
<http://purl.obolibrary.org/obo/ENVO_00002198>	"fresh water aquarium"	
<http://purl.obolibrary.org/obo/ENVO_01001320>	"fresh water body"	
<http://purl.obolibrary.org/obo/ENVO_2000005>	"freshwater algal bloom"	
<http://purl.obolibrary.org/obo/ENVO_00000021>	"freshwater lake"	
<http://purl.obolibrary.org/obo/ENVO_01000297>	"freshwater river"	
<http://purl.obolibrary.org/obo/ENVO_01000598>	"freshwater spring"	
<http://purl.obolibrary.org/obo/ENVO_01001568>	"frost heave"	
<http://purl.obolibrary.org/obo/ENVO_01001538>	"frost-formed hummock"	
<http://purl.obolibrary.org/obo/ENVO_00000216>	"fumarole"	
<http://purl.obolibrary.org/obo/ENVO_01000754>	"fumarole-derived ice tower"	
<http://purl.obolibrary.org/obo/ENVO_00000011>	"garden"	
<http://purl.obolibrary.org/obo/ENVO_01001870>	"gas well"	
<http://purl.obolibrary.org/obo/ENVO_01001478>	"gaseous astronomical body part"	
<http://purl.obolibrary.org/obo/ENVO_01001645>	"gaseous part of an atmosphere"	
<http://purl.obolibrary.org/obo/ENVO_03510060>	"gel ink"	
<http://purl.obolibrary.org/obo/ENVO_03000015>	"geographic basin"	
<http://purl.obolibrary.org/obo/ENVO_00000000>	"geographic feature"	
<http://purl.obolibrary.org/obo/ENVO_01000668>	"geological fault"	
<http://purl.obolibrary.org/obo/ENVO_01000667>	"geological fracture"	
<http://purl.obolibrary.org/obo/ENVO_01000672>	"geological joint"	
<http://purl.obolibrary.org/obo/ENVO_01001851>	"geothermally active field"	
<http://purl.obolibrary.org/obo/ENVO_01000908>	"geothermally heated river"	
<http://purl.obolibrary.org/obo/ENVO_00000050>	"geyser"	
<http://purl.obolibrary.org/obo/ENVO_00000488>	"glacial lake"	
<http://purl.obolibrary.org/obo/ENVO_00000248>	"glacial valley"	
<http://purl.obolibrary.org/obo/ENVO_01000364>	"glacier cave"	
<http://purl.obolibrary.org/obo/ENVO_01001532>	"glacier ice field"	
<http://purl.obolibrary.org/obo/ENVO_00002112>	"gold mine drainage"	
<http://purl.obolibrary.org/obo/ENVO_00000290>	"graben"	
<http://purl.obolibrary.org/obo/ENVO_00000548>	"gravel field"	
<http://purl.obolibrary.org/obo/ENVO_01000332>	"gravelly slope"	
<http://purl.obolibrary.org/obo/ENVO_00000251>	"ground moraine"	
<http://purl.obolibrary.org/obo/ENVO_00000265>	"guyot"	
<http://purl.obolibrary.org/obo/ENVO_00000184>	"hanging valley"	
<http://purl.obolibrary.org/obo/ENVO_00000463>	"harbor"	
<http://purl.obolibrary.org/obo/ENVO_00000153>	"headwater"	
<http://purl.obolibrary.org/obo/ENVO_00000046>	"hedge"	
<http://purl.obolibrary.org/obo/ENVO_01001459>	"high-elevation mountain"	
<http://purl.obolibrary.org/obo/ENVO_00000225>	"highly stratified estuary"	
<http://purl.obolibrary.org/obo/ENVO_00000083>	"hill"	
<http://purl.obolibrary.org/obo/ENVO_00000082>	"hill range"	
<http://purl.obolibrary.org/obo/ENVO_01000333>	"hillside"	
<http://purl.obolibrary.org/obo/ENVO_01000285>	"holomictic lake"	
<http://purl.obolibrary.org/obo/ENVO_00000289>	"horst"	
<http://purl.obolibrary.org/obo/ENVO_00000051>	"hot spring"	
<http://purl.obolibrary.org/obo/ENVO_01000938>	"hot tub"	
<http://purl.obolibrary.org/obo/ENVO_01000570>	"hot-blast paraffin lantern"	
<http://purl.obolibrary.org/obo/ENVO_01001021>	"humic lake"	
<http://purl.obolibrary.org/obo/ENVO_00000516>	"hummock"	
<http://purl.obolibrary.org/obo/ENVO_03510004>	"hydraulic fluid"	
<http://purl.obolibrary.org/obo/ENVO_00000448>	"hydroelectric reservoir"	
<http://purl.obolibrary.org/obo/ENVO_01001308>	"hydroform"	
<http://purl.obolibrary.org/obo/ENVO_00000012>	"hydrographic feature"	
<http://purl.obolibrary.org/obo/ENVO_01000819>	"hydrosphere"	
<http://purl.obolibrary.org/obo/ENVO_01001854>	"hydrothermal field"	
<http://purl.obolibrary.org/obo/ENVO_01000265>	"hydrothermal seep"	
<http://purl.obolibrary.org/obo/ENVO_00000215>	"hydrothermal vent"	
<http://purl.obolibrary.org/obo/ENVO_01001019>	"hypereutrophic lake"	
<http://purl.obolibrary.org/obo/ENVO_01001020>	"hypersaline lake"	
<http://purl.obolibrary.org/obo/ENVO_02000000>	"hypodermic needle"	
<http://purl.obolibrary.org/obo/ENVO_01001075>	"hypoxic lake"	
<http://purl.obolibrary.org/obo/ENVO_00000531>	"ice cap depression"	
<http://purl.obolibrary.org/obo/ENVO_00000342>	"ice cap dome"	
<http://purl.obolibrary.org/obo/ENVO_00000528>	"ice cap ridge"	
<http://purl.obolibrary.org/obo/ENVO_01000365>	"ice cave"	
<http://purl.obolibrary.org/obo/ENVO_00000299>	"ice field"	
<http://purl.obolibrary.org/obo/ENVO_00009686>	"ice rise"	
<http://purl.obolibrary.org/obo/ENVO_00000198>	"ice-covered lake"	
<http://purl.obolibrary.org/obo/ENVO_03000051>	"ice-encased melt pond"	
<http://purl.obolibrary.org/obo/ENVO_01000731>	"igneous extrusion"	
<http://purl.obolibrary.org/obo/ENVO_01000659>	"igneous intrusion"	
<http://purl.obolibrary.org/obo/ENVO_01000823>	"illuminated biosphere part"	
<http://purl.obolibrary.org/obo/ENVO_01001071>	"impact crater"	
<http://purl.obolibrary.org/obo/ENVO_01001070>	"impact crater lake"	
<http://purl.obolibrary.org/obo/ENVO_01000937>	"impromptu campground"	
<http://purl.obolibrary.org/obo/ENVO_01000362>	"inflationary cave"	
<http://purl.obolibrary.org/obo/ENVO_00000089>	"inland cliff"	
<http://purl.obolibrary.org/obo/ENVO_01001786>	"inland sea"	
<http://purl.obolibrary.org/obo/ENVO_00000475>	"inlet"	
<http://purl.obolibrary.org/obo/ENVO_00000494>	"insequent stream"	
<http://purl.obolibrary.org/obo/ENVO_00000527>	"interfluve"	
<http://purl.obolibrary.org/obo/ENVO_00000229>	"intermittent estuary"	
<http://purl.obolibrary.org/obo/ENVO_00000532>	"intermittent saline evaporation pond"	
<http://purl.obolibrary.org/obo/ENVO_00000506>	"intermittently filled reservoir"	
<http://purl.obolibrary.org/obo/ENVO_03000053>	"intraglacial lake"	
